population,short.description,year,group,total,flag_for_publishing,total.low.CI,total.high.CI,male,male_flag_for_publishing,male.low.CI,male.high.CI,female,female_flag_for_publishing,female.low.CI,female.high.CI,estimated.number,estimated.number.low.CI,estimated.number.high.CI
children,Fast food 3+ times a week,2018,Asian,5.4,,3.5,7.9,4.3,,2.1,7.6,6.4,,3.6,10.5,7000,4000,10000
children,Fast food 3+ times a week,2019,Asian,6.3,,4.1,9.2,6.8,,4,10.8,5.7,,2.8,10.4,9000,5000,12000
children,Fast food 3+ times a week,2020,Asian,4.9,,2.3,8.9,5.9,,2.6,11.3,4,,1.2,9.3,7000,2000,11000
children,Fast food 3+ times a week,2018,European/Other,4,,3.1,5,4.2,,2.9,5.9,3.7,,2.5,5.4,23000,18000,28000
children,Fast food 3+ times a week,2019,European/Other,3.7,,2.5,5.1,3.9,,2.6,5.7,3.3,,2.1,5,22000,15000,29000
children,Fast food 3+ times a week,2020,European/Other,4.1,,3,5.4,4.1,,2.6,6,4.2,,2.6,6.3,24000,18000,31000
children,Fast food 3+ times a week,2018,Quintile 1,4.6,,2.9,7,3.7,,1.8,6.7,5.7,,2.6,10.6,8000,4000,11000
children,Fast food 3+ times a week,2018,Quintile 2,3.5,,1.9,6.1,3.4,,1.5,6.6,3.7,,1.2,8.6,6000,3000,9000
children,Fast food 3+ times a week,2018,Quintile 3,5.3,,3.1,8.3,5.3,,2.5,9.7,5.2,,2.6,9.3,8000,4000,12000
children,Fast food 3+ times a week,2018,Quintile 4,8.5,,6.3,11.2,10.3,,6.7,14.9,6.9,,4.2,10.6,13000,9000,16000
children,Fast food 3+ times a week,2018,Quintile 5,13.1,,10.2,16.5,12.7,,9.2,16.9,13.6,,9.8,18.3,26000,20000,33000
children,Fast food 3+ times a week,2019,Quintile 1,1.1,,0.2,3.3,2,,0.3,6.1,0.1,,0,0.6,2000,0,4000
children,Fast food 3+ times a week,2019,Quintile 2,2.3,,1.1,4.2,1.5,,0.5,3.2,3.2,,1.1,7.1,4000,1000,6000
children,Fast food 3+ times a week,2019,Quintile 3,6.7,,3.3,11.8,7.3,,3.2,14,6,,2.5,11.8,11000,4000,17000
children,Fast food 3+ times a week,2019,Quintile 4,7.5,,5,10.7,8,,5.1,11.9,6.9,,3.3,12.5,12000,8000,17000
children,Fast food 3+ times a week,2019,Quintile 5,14.2,,11.1,17.8,13.3,,9.4,18.1,14.9,,10.9,19.9,27000,20000,34000
children,Fast food 3+ times a week,2020,Quintile 1,3,,1.2,6.2,1.2,,0.3,3.3,4.7,,1.7,10.2,6000,2000,10000
children,Fast food 3+ times a week,2020,Quintile 2,3.5,,1.4,6.9,3.4,,0.5,11.2,3.5,,1.3,7.7,5000,1000,9000
children,Fast food 3+ times a week,2020,Quintile 3,5.7,,3.4,9.1,5.8,,2.6,11.1,5.6,,2.1,11.7,9000,5000,13000
children,Fast food 3+ times a week,2020,Quintile 4,6.5,,4.1,9.7,7.5,,4.2,12.2,5.4,,2.5,10,10000,6000,14000
children,Fast food 3+ times a week,2020,Quintile 5,11.4,,8.3,15.1,14,,9.1,20.1,8.6,,5.6,12.4,22000,16000,29000
children,Active transport,2011,Total,46.5,,43.3,49.8,47.2,,42.9,51.5,45.8,,41.3,50.4,276000,257000,295000
children,Active transport,2012,Total,44.9,,41.7,48.1,43.6,,40.1,47.2,46.2,,41.4,51.1,267000,249000,286000
children,Active transport,2013,Total,44.4,,41.5,47.3,47.1,,43.2,51,41.5,,37.5,45.5,266000,249000,284000
children,Active transport,2014,Total,41,,37.2,45,42.3,,37.5,47.1,39.7,,35.4,44.2,249000,226000,272000
children,Active transport,2015,Total,45.8,,42.7,49,48.5,,44.9,52,43.1,,38.6,47.6,282000,263000,301000
children,Active transport,2016,Total,44.5,,41.5,47.5,46.3,,42.6,50.1,42.5,,38.9,46.2,279000,260000,297000
children,Active transport,2017,Total,43.3,,40.7,45.9,43.7,,40.6,46.8,42.8,,38.6,47.1,275000,259000,291000
children,Active transport,2018,Total,43.7,,40.8,46.6,46.2,,42,50.4,41,,37.5,44.6,283000,264000,301000
children,Active transport,2019,Total,42.4,,39.1,45.7,46.1,,41.6,50.6,38.5,,34.8,42.4,278000,257000,299000
children,Active transport,2020,Total,43.1,,39.8,46.5,45,,41,49.2,41.1,,36.6,45.7,286000,264000,307000
children,Active transport,2011,'5-9,43.7,,39.8,47.6,43,,37.7,48.4,44.4,,39.2,49.7,128000,117000,139000
children,Active transport,2011,'10-14,49.2,,44.8,53.7,51.2,,45.4,56.9,47.2,,40.7,53.8,148000,135000,161000
children,Active transport,2012,'5-9,41.2,,37.2,45.2,38.9,,34.4,43.5,43.6,,36.8,50.4,123000,111000,134000
children,Active transport,2012,'10-14,48.6,,44.6,52.7,48.4,,42.9,53.9,48.9,,43.3,54.4,145000,133000,156000
children,Active transport,2013,'5-9,40.5,,37,44.2,44,,39.1,48.9,36.9,,32.1,42,123000,113000,134000
children,Active transport,2013,'10-14,48.3,,43.8,52.7,50.3,,44.6,56,46.2,,40.4,52,143000,130000,156000
children,Active transport,2014,'5-9,38.4,,33.5,43.4,37.9,,31.4,44.7,38.9,,33.4,44.6,119000,104000,134000
children,Active transport,2014,'10-14,43.8,,39.3,48.4,46.9,,41.3,52.5,40.6,,35.1,46.3,130000,117000,143000
children,Active transport,2015,'5-9,42.3,,39,45.7,42.9,,38.6,47.4,41.7,,36.6,46.8,135000,125000,146000
children,Active transport,2015,'10-14,49.7,,45.1,54.3,54.5,,49.2,59.7,44.6,,38.5,50.9,146000,133000,160000
children,Active transport,2016,'5-9,40.6,,36.8,44.4,42.8,,37.4,48.2,38.3,,33.4,43.4,132000,120000,144000
children,Active transport,2016,'10-14,48.7,,44.7,52.7,50.2,,45.3,55.1,47.1,,41.3,52.9,147000,135000,158000
children,Active transport,2017,'5-9,37.7,,34,41.6,37.6,,33.1,42.2,37.9,,32.2,44,123000,111000,135000
children,Active transport,2017,'10-14,49.1,,45.9,52.3,50.1,,45.7,54.5,48,,42.6,53.4,152000,143000,162000
children,Active transport,2018,'5-9,42.9,,39.1,46.8,44.3,,38.8,50,41.4,,36.4,46.4,141000,128000,153000
children,Active transport,2018,'10-14,44.5,,40.6,48.4,48.1,,42.4,53.7,40.7,,36.2,45.3,142000,130000,154000
children,Active transport,2019,'5-9,37.9,,33.6,42.3,41.8,,36.1,47.6,33.7,,28.7,39,124000,111000,138000
children,Active transport,2019,'10-14,47,,42.4,51.6,50.4,,43.7,57,43.4,,37.8,49.1,154000,139000,168000
children,Active transport,2020,'5-9,36.2,,31.9,40.7,36.7,,30.8,42.9,35.7,,29.6,42.2,118000,104000,132000
children,Active transport,2020,'10-14,49.9,,44.8,54.9,53.2,,47.4,58.8,46.4,,39.4,53.4,167000,151000,184000
children,Active transport,2011,Māori,51.6,,47.2,55.9,49,,41.3,56.8,54.2,,47.6,60.7,77000,71000,84000
children,Active transport,2012,Māori,45.2,,41.2,49.3,47.5,,41.5,53.6,42.8,,36.5,49.2,70000,64000,76000
children,Active transport,2013,Māori,48.8,,44.4,53.3,49.3,,43.1,55.4,48.4,,43.3,53.5,78000,71000,84000
children,Active transport,2014,Māori,42.7,,38.2,47.2,43.6,,37.3,49.9,41.7,,35.9,47.7,69000,62000,76000
children,Active transport,2015,Māori,45,,41,49.1,45.7,,39.6,51.8,44.4,,38.7,50.1,74000,68000,81000
children,Active transport,2016,Māori,44.1,,39.4,48.8,48.6,,41.9,55.4,39.2,,33.2,45.5,74000,67000,82000
children,Active transport,2017,Māori,44.8,,40.9,48.7,46.5,,41.2,51.9,42.9,,36.9,49,77000,70000,83000
children,Active transport,2018,Māori,44.8,,40.4,49.3,43.6,,37.6,49.9,46.1,,39.8,52.5,77000,70000,85000
children,Active transport,2019,Māori,40.4,,35.5,45.4,47.1,,40.2,54.1,33.3,,27,39.9,71000,62000,79000
children,Active transport,2020,Māori,40.3,,35.2,45.7,40,,33.1,47.2,40.7,,33.7,48,72000,63000,80000
children,Active transport,2011,Pacific,54.8,,47.7,61.9,53.8,,43,64.3,55.8,,47.8,63.6,48000,36000,61000
children,Active transport,2012,Pacific,52.5,,44.7,60.2,50.6,,40.5,60.6,54.5,,44.7,64.2,38000,29000,47000
children,Active transport,2013,Pacific,50.9,,45.4,56.4,50.1,,41.2,59,51.8,,43.4,60,35000,27000,42000
children,Active transport,2014,Pacific,43.8,,37.4,50.4,46.8,,38.2,55.6,40.4,,32.4,48.8,29000,21000,36000
children,Active transport,2015,Pacific,48.4,,42.7,54.1,53.6,,45,62,42.6,,34.3,51.2,39000,29000,48000
children,Active transport,2016,Pacific,47,,40.8,53.2,53,,44.2,61.7,40.9,,32.6,49.6,41000,33000,49000
children,Active transport,2017,Pacific,44.1,,38,50.4,47.1,,38.6,55.7,41.1,,32.6,50.1,38000,31000,45000
children,Active transport,2018,Pacific,45.1,,38.3,52,42.9,,33.6,52.7,47.3,,38.9,55.9,40000,32000,47000
children,Active transport,2019,Pacific,38.3,,29.9,47.2,37.9,,28.2,48.4,38.7,,27.1,51.2,33000,24000,43000
children,Active transport,2020,Pacific,41.7,,33.8,50,47.2,,35.9,58.7,36.6,,25.9,48.4,37000,28000,46000
children,Active transport,2011,Asian,46.9,,39.8,54,44,,33.4,55.1,50.2,,37.4,62.9,25000,18000,31000
children,Active transport,2012,Asian,44.9,,36.8,53.2,45,,35,55.4,44.8,,32.4,57.7,25000,18000,32000
children,Active transport,2013,Asian,44.1,,37.4,51,45.9,,37.1,54.8,42,,30.7,53.9,32000,25000,39000
children,Active transport,2014,Asian,37.2,,29.7,45.2,44.2,,33.1,55.7,30,,21.4,39.9,26000,19000,34000
children,Active transport,2015,Asian,45.1,,37.2,53.2,52,,39.7,64.2,38.7,,29.2,48.8,33000,24000,42000
children,Active transport,2016,Asian,42.7,,35.3,50.2,38.6,,29.7,48.1,47.1,,35.8,58.5,39000,30000,47000
children,Active transport,2017,Asian,43.1,,35.3,51.2,39.9,,30.3,50,46.4,,36.2,56.9,35000,27000,42000
children,Active transport,2018,Asian,47.6,,40.2,55,48.2,,36.7,59.8,46.9,,38.2,55.7,47000,38000,57000
children,Active transport,2019,Asian,41.5,,33.9,49.5,44,,34,54.5,39,,28.7,50,42000,31000,53000
children,Active transport,2020,Asian,42.4,,34.7,50.5,37.7,,29,47.1,47,,34.8,59.6,44000,34000,55000
children,Active transport,2011,European/Other,43.4,,39.2,47.6,44.9,,39.6,50.3,41.8,,36.2,47.5,186000,167000,205000
children,Active transport,2012,European/Other,43.8,,39.7,48,42,,37.6,46.5,45.8,,39.8,51.8,187000,169000,204000
children,Active transport,2013,European/Other,42.3,,38.6,46,46.1,,40.9,51.3,38.4,,33.7,43.3,182000,167000,198000
children,Active transport,2014,European/Other,40.5,,35.7,45.5,41.1,,35.2,47.3,39.9,,34.5,45.6,179000,158000,200000
children,Active transport,2015,European/Other,44.6,,40.9,48.4,46.5,,42.5,50.5,42.6,,37.2,48.1,196000,178000,214000
children,Active transport,2016,European/Other,43.2,,39.6,46.9,44.5,,40.1,48.9,41.9,,37.3,46.6,190000,172000,207000
children,Active transport,2017,European/Other,42.8,,39.7,45.8,42.4,,39.1,45.8,43.1,,37.9,48.4,199000,184000,213000
children,Active transport,2018,European/Other,42.6,,39.1,46.1,46.3,,41.4,51.3,38.5,,34.2,43,193000,176000,209000
children,Active transport,2019,European/Other,42.9,,38.8,47.2,47.1,,41.6,52.6,38.5,,33.4,43.8,202000,181000,223000
children,Active transport,2020,European/Other,44.8,,40.9,48.8,46.6,,41.3,52,42.9,,37.9,47.9,208000,189000,227000
children,Active transport,2011,Quintile 1,39.2,,29,50.2,39.5,,26.9,53.2,38.9,,27.7,50.9,47000,33000,60000
children,Active transport,2011,Quintile 2,43.7,,35.7,52,46.6,,37,56.4,39.9,,28.1,52.7,51000,42000,59000
children,Active transport,2011,Quintile 3,45.3,,37.1,53.6,46.2,,36.4,56.2,44.4,,33.7,55.5,51000,41000,60000
children,Active transport,2011,Quintile 4,45.2,,38.1,52.5,42.6,,34.1,51.4,47.6,,38.5,56.8,51000,41000,60000
children,Active transport,2011,Quintile 5,57.5,,52.7,62.3,59.2,,52.1,66.1,55.8,,49.7,61.8,77000,68000,87000
children,Active transport,2012,Quintile 1,37.5,,29.7,45.8,34.9,,26.7,43.7,40.1,,29.5,51.4,47000,36000,58000
children,Active transport,2012,Quintile 2,37,,28.8,45.8,34,,25.7,43.2,40.6,,28.1,54,41000,32000,51000
children,Active transport,2012,Quintile 3,49,,40.2,57.9,48.6,,37.6,59.7,49.6,,38.2,61,54000,43000,64000
children,Active transport,2012,Quintile 4,49.1,,43.4,54.8,50.4,,44.1,56.6,47.8,,39.7,56,55000,48000,63000
children,Active transport,2012,Quintile 5,51.4,,46.8,56.1,50.5,,43.9,57.2,52.3,,45.6,58.9,70000,62000,78000
children,Active transport,2013,Quintile 1,39.4,,31.2,48.1,41,,30.4,52.2,37.7,,27.9,48.3,49000,37000,60000
children,Active transport,2013,Quintile 2,42.5,,35.9,49.4,46.7,,37,56.5,38.6,,29.1,48.8,46000,37000,56000
children,Active transport,2013,Quintile 3,39.5,,32.7,46.6,43.1,,35.3,51,36,,26.7,46.1,52000,43000,60000
children,Active transport,2013,Quintile 4,46.6,,41.9,51.3,49.8,,43.6,56,42.8,,36.1,49.7,52000,45000,59000
children,Active transport,2013,Quintile 5,53.9,,49.4,58.4,54.9,,48.2,61.5,52.8,,46.9,58.8,67000,60000,75000
children,Active transport,2014,Quintile 1,36.4,,27,46.7,39.8,,29.6,50.7,32.6,,20.7,46.3,44000,32000,57000
children,Active transport,2014,Quintile 2,33.7,,25.5,42.7,27.6,,19,37.6,39.2,,28.6,50.6,41000,32000,51000
children,Active transport,2014,Quintile 3,44.6,,35.5,54,46.4,,34.2,58.8,42.4,,33.2,52.1,50000,37000,63000
children,Active transport,2014,Quintile 4,43.8,,37.3,50.4,47.3,,38.9,55.8,40.4,,32.6,48.5,51000,42000,61000
children,Active transport,2014,Quintile 5,46.7,,42.2,51.3,49.2,,42.4,56.1,44,,37.5,50.7,62000,54000,69000
children,Active transport,2015,Quintile 1,50,,41.7,58.3,54.9,,45.9,63.6,44.7,,33,56.9,67000,45000,90000
children,Active transport,2015,Quintile 2,41.9,,34.5,49.5,40.8,,31.1,50.9,43.2,,32.2,54.6,48000,36000,61000
children,Active transport,2015,Quintile 3,41.6,,35.2,48.3,44.3,,35.5,53.3,39,,30.1,48.6,46000,34000,57000
children,Active transport,2015,Quintile 4,47,,41.5,52.5,49.7,,42.3,57,44,,36.8,51.4,54000,42000,65000
children,Active transport,2015,Quintile 5,47.5,,42.2,52.8,51.2,,44.9,57.4,44,,36.7,51.4,67000,53000,80000
children,Active transport,2016,Quintile 1,47,,40.2,54,49.3,,40.6,58.1,44.8,,36.2,53.7,63000,52000,73000
children,Active transport,2016,Quintile 2,39.8,,32.3,47.7,42.4,,33.1,52.2,36.5,,27.2,46.5,50000,41000,59000
children,Active transport,2016,Quintile 3,45.2,,38.3,52.2,47,,38.2,56,43.2,,34.5,52.3,52000,43000,62000
children,Active transport,2016,Quintile 4,42.3,,35.6,49.3,44.8,,35,55,40.1,,32.1,48.6,45000,37000,54000
children,Active transport,2016,Quintile 5,47.2,,42.5,52,47.9,,41.5,54.2,46.5,,40.2,52.9,68000,60000,76000
children,Active transport,2017,Quintile 1,46.7,,37.9,55.7,52,,40.7,63.1,41.1,,31.3,51.6,59000,46000,73000
children,Active transport,2017,Quintile 2,41.9,,35.3,48.7,40.3,,32.5,48.4,43.8,,33.1,54.8,50000,40000,59000
children,Active transport,2017,Quintile 3,37,,30.2,44.3,31.5,,25.2,38.2,43.1,,30,56.9,47000,37000,57000
children,Active transport,2017,Quintile 4,40.6,,34.5,46.9,42,,35.8,48.4,39.3,,30.5,48.6,47000,39000,55000
children,Active transport,2017,Quintile 5,48.9,,44.8,53.1,51.3,,46.4,56.2,46.4,,39.9,53,72000,63000,81000
children,Active transport,2018,Quintile 1,41.3,,34.2,48.6,44.9,,34.7,55.5,37.4,,29.4,45.9,57000,47000,68000
children,Active transport,2018,Quintile 2,45.1,,38.2,52.1,48.1,,38.9,57.5,41.6,,32.1,51.6,56000,47000,66000
children,Active transport,2018,Quintile 3,42.3,,34.1,50.7,48,,37.3,58.9,36,,26.6,46.3,50000,39000,62000
children,Active transport,2018,Quintile 4,45.6,,39,52.3,49.2,,39.9,58.5,42.3,,34.6,50.3,50000,41000,59000
children,Active transport,2018,Quintile 5,44.4,,39.7,49.2,42.3,,36,48.8,46.7,,40.6,53,69000,61000,77000
children,Active transport,2019,Quintile 1,48.6,,40.6,56.7,53.5,,41.5,65.3,43.3,,32.6,54.4,65000,51000,78000
children,Active transport,2019,Quintile 2,36.4,,27.8,45.6,38.2,,28.1,49.2,34.3,,23.3,46.6,46000,33000,58000
children,Active transport,2019,Quintile 3,41.3,,32.7,50.3,46.4,,35.1,58.1,36.1,,25.9,47.3,51000,39000,64000
children,Active transport,2019,Quintile 4,48.4,,40.7,56.2,52.4,,40.9,63.6,43.5,,34.1,53.3,62000,50000,73000
children,Active transport,2019,Quintile 5,37.6,,31.7,43.8,39.2,,31.7,47,36.2,,28.7,44.3,55000,45000,65000
children,Active transport,2020,Quintile 1,43.8,,34.3,53.7,49.5,,39.7,59.3,38.8,,25.1,54,65000,49000,81000
children,Active transport,2020,Quintile 2,44.1,,35.6,52.9,47.2,,36.8,57.8,41.2,,29.3,53.9,54000,41000,66000
children,Active transport,2020,Quintile 3,42.9,,34.3,51.9,41.1,,31.4,51.3,45.4,,34,57.1,52000,41000,63000
children,Active transport,2020,Quintile 4,42.2,,33.9,50.8,43.4,,33.6,53.7,40.8,,29.5,52.9,50000,40000,60000
children,Active transport,2020,Quintile 5,42.6,,36.5,48.8,44.3,,35.8,53,40.6,,33.6,48,64000,55000,74000
children,Thin,2011,Total,4,,3,5.1,3.4,,2.4,4.7,4.6,,2.9,6.8,31000,23000,39000
children,Thin,2012,Total,4.8,,3.8,5.8,4.4,,3.2,5.7,5.2,,3.7,7,37000,30000,45000
children,Thin,2013,Total,4.2,,3.3,5.2,3.6,,2.7,4.8,4.8,,3.4,6.5,33000,26000,40000
children,Thin,2014,Total,4.4,,3.4,5.6,4.8,,3.3,6.8,3.9,,2.8,5.4,35000,27000,43000
children,Thin,2015,Total,4.3,,3.4,5.3,3.6,,2.6,4.9,5.1,,3.6,6.9,34000,27000,42000
children,Thin,2016,Total,4.2,,3.2,5.3,4,,2.7,5.5,4.4,,3,6.2,34000,26000,42000
children,Thin,2017,Total,4.5,,3.6,5.5,3.9,,2.8,5.4,5,,3.8,6.5,37000,29000,44000
children,Thin,2018,Total,4.7,,3.8,5.8,4.9,,3.6,6.5,4.5,,3.1,6.1,39000,31000,47000
children,Thin,2019,Total,3.8,,2.8,5.2,4.2,,2.8,6.1,3.4,,2,5.3,32000,23000,42000
children,Thin,2020,Total,4.4,,3.1,6.1,3.8,,2.4,5.8,5.1,,3.2,7.5,37000,26000,49000
children,Thin,2011,'2-4,3.6,,2.1,5.8,3.7,,1.7,6.9,3.5,,1.3,7.4,7000,4000,10000
children,Thin,2011,'5-9,4.2,,2.6,6.3,4.1,,2.1,7.2,4.2,,1.9,7.9,12000,7000,17000
children,Thin,2011,'10-14,4,,2.4,6.2,2.5,,1.1,4.8,5.7,,2.9,9.9,12000,7000,17000
children,Thin,2012,'2-4,7.2,,5,10.1,5.7,,3.2,9.3,8.8,,5.4,13.4,14000,9000,18000
children,Thin,2012,'5-9,3.5,,2.2,5.1,3.3,,1.9,5.3,3.6,,1.8,6.4,10000,6000,14000
children,Thin,2012,'10-14,4.5,,3.2,6.2,4.5,,2.5,7.5,4.5,,2.5,7.4,13000,9000,18000
children,Thin,2013,'2-4,6.9,,5,9.2,6.6,,4.1,9.9,7.2,,4.3,11.2,13000,9000,16000
children,Thin,2013,'5-9,3.8,,2.4,5.6,3.5,,2,5.9,4,,2.1,6.8,11000,7000,16000
children,Thin,2013,'10-14,3,,1.7,4.8,1.8,,0.9,3.2,4.2,,2.1,7.3,9000,5000,13000
children,Thin,2014,'2-4,5.2,,3.4,7.7,6.4,,3.3,10.9,4,,2.4,6.3,10000,6000,13000
children,Thin,2014,'5-9,4.4,,2.9,6.5,5.2,,2.7,9,3.6,,2.2,5.5,14000,8000,19000
children,Thin,2014,'10-14,3.8,,2.4,5.8,3.4,,1.9,5.7,4.2,,1.9,8,11000,7000,16000
children,Thin,2015,'2-4,4.6,,3,6.7,2.3,,1,4.3,7,,4,11.1,8000,5000,12000
children,Thin,2015,'5-9,2.9,,1.9,4.3,3,,1.7,4.8,2.9,,1.5,5,9000,6000,13000
children,Thin,2015,'10-14,5.6,,3.9,7.9,5.1,,2.9,8.2,6.2,,3.2,10.8,17000,11000,22000
children,Thin,2016,'2-4,5,,2.9,8,5.2,,2.3,10.1,4.8,,2.5,8.3,9000,5000,13000
children,Thin,2016,'5-9,4.1,,2.8,5.7,3.4,,2,5.4,4.8,,2.7,7.8,13000,9000,18000
children,Thin,2016,'10-14,3.8,,2.5,5.6,3.8,,2.1,6.2,3.8,,1.9,6.7,11000,7000,16000
children,Thin,2017,'2-4,6.4,,4.4,8.9,6.4,,3.5,10.5,6.4,,3.9,9.9,12000,8000,15000
children,Thin,2017,'5-9,4.1,,2.8,5.7,3.4,,1.9,5.6,4.8,,2.8,7.6,13000,9000,18000
children,Thin,2017,'10-14,3.8,,2.4,5.6,3.1,,1.6,5.3,4.5,,2.7,7,12000,7000,16000
children,Thin,2018,'2-4,6.6,,4.3,9.6,5.1,,2.7,8.7,8.2,,4.2,14.3,12000,8000,17000
children,Thin,2018,'5-9,4.7,,3.4,6.3,5.8,,3.7,8.6,3.5,,1.9,5.8,15000,11000,20000
children,Thin,2018,'10-14,3.6,,2.5,4.9,3.9,,2.4,6,3.3,,1.8,5.5,11000,8000,15000
children,Thin,2019,'2-4,5.3,,2.9,8.7,4,,1.3,9.2,6.6,,3.4,11.3,10000,5000,15000
children,Thin,2019,'5-9,4.3,,2.7,6.4,5.9,,3.3,9.8,2.6,,1.2,4.9,14000,9000,20000
children,Thin,2019,'10-14,2.5,,1.2,4.8,2.7,,1,5.5,2.4,,0.6,6.6,8000,3000,14000
children,Thin,2020,'2-4,8.1,,4.3,13.6,7,,2.3,15.7,9.2,,4.3,16.9,15000,7000,23000
children,Thin,2020,'5-9,4,,2.3,6.3,3.1,,1.5,5.6,4.9,,2.3,9.3,13000,7000,19000
children,Thin,2020,'10-14,2.8,,1.5,4.8,2.8,,1.4,4.9,2.9,,1.1,6.2,10000,4000,15000
children,Thin,2011,Māori,2.2,,1.1,3.9,0.9,,0.2,2.3,3.6,,1.5,7.1,4000,2000,7000
children,Thin,2012,Māori,4.3,,2.7,6.5,3,,1.4,5.5,5.7,,3,9.6,9000,5000,13000
children,Thin,2013,Māori,2.1,,1.2,3.3,1.9,,1,3.2,2.3,,0.9,4.8,4000,2000,6000
children,Thin,2014,Māori,2.5,,1.5,3.9,2.7,,1.3,4.8,2.2,,1.1,4.1,5000,3000,8000
children,Thin,2015,Māori,2.4,,1.5,3.7,2,,0.9,3.7,3,,1.5,5.1,5000,3000,7000
children,Thin,2016,Māori,2.3,,1.5,3.3,3.1,,1.7,5.2,1.3,,0.6,2.4,5000,3000,7000
children,Thin,2017,Māori,2,,1,3.4,2.1,,0.9,4.1,1.9,,0.7,4.1,4000,2000,7000
children,Thin,2018,Māori,2.5,,1.4,4.1,2.4,,1.1,4.7,2.6,,0.9,5.8,6000,3000,8000
children,Thin,2019,Māori,1,,0.4,2.1,0.9,,0.2,2.7,1,,0.2,2.9,2000,0,4000
children,Thin,2020,Māori,2.7,,1.2,5.2,2,,0.7,4.6,3.4,,1,8.4,6000,2000,10000
children,Thin,2011,Pacific,0.3,,0.1,1.1,0.2,,0,1.1,0.5,,0,1.9,0,0,1000
children,Thin,2012,Pacific,1.9,,0.6,4.8,1.6,,0.2,5.8,2.3,,0.4,7.5,2000,0,4000
children,Thin,2013,Pacific,2.1,,0.8,4.3,2.6,,0.7,6.8,1.4,,0.4,3.8,2000,0,3000
children,Thin,2014,Pacific,1.8,,0.5,4.7,2.9,,0.6,8.4,0.6,,0,3.3,2000,0,3000
children,Thin,2015,Pacific,1.8,,0.8,3.4,1.3,,0.2,4.1,2.2,,0.7,5,2000,1000,3000
children,Thin,2016,Pacific,2,,0.6,5,2.8,,0.5,8.6,1.1,,0.3,3.1,2000,0,5000
children,Thin,2017,Pacific,1.3,,0.4,3.2,1.2,,0.3,3.2,1.4,,0.2,4.3,1000,0,3000
children,Thin,2018,Pacific,1.3,,0.3,3.5,1.9,,0.2,6.4,0.6,,0.1,2.4,1000,0,3000
children,Thin,2019,Pacific,0.8,,0.1,3,NA,,NA,NA,1.7,,0.2,6.5,1000,0,2000
children,Thin,2020,Pacific,0.9,,0.1,2.9,0.9,,0,5.2,0.8,,0,3.8,1000,0,2000
children,Thin,2011,Asian,6.9,,3.6,11.7,5.6,,1.9,12.2,8.3,,3,17.4,5000,2000,8000
children,Thin,2012,Asian,8.8,,5.6,13.1,9.8,,5.1,16.7,7.8,,4,13.5,7000,4000,10000
children,Thin,2013,Asian,8.6,,5.9,11.9,10,,6.1,15.3,7.1,,3.6,12.3,8000,5000,11000
children,Thin,2014,Asian,9.1,,5.5,13.8,7.6,,3.1,15.1,10.8,,5.5,18.5,9000,5000,13000
children,Thin,2015,Asian,7.9,,4.8,12.1,5.7,,2.9,9.8,10.3,,5,18.2,8000,4000,12000
children,Thin,2016,Asian,5.1,,3.3,7.5,4.2,,2.2,7.1,6,,3.2,10.2,6000,4000,9000
children,Thin,2017,Asian,9.9,,6.9,13.5,8.7,,4.9,13.9,11.1,,6.8,16.7,11000,7000,15000
children,Thin,2018,Asian,9.2,,5.9,13.6,7.3,,3.7,12.7,11.1,,5.8,18.7,12000,7000,18000
children,Thin,2019,Asian,10.3,,6.3,15.5,14.3,,7.9,23.1,6.5,,2.5,13.3,15000,9000,20000
children,Thin,2020,Asian,11.4,,6.6,17.8,12.7,,5.8,23.4,10.1,,5.3,16.9,16000,8000,24000
children,Thin,2011,European/Other,4.3,,3.2,5.6,4,,2.6,5.7,4.7,,2.9,7.2,24000,18000,30000
children,Thin,2012,European/Other,5,,3.8,6.4,4.6,,3.2,6.2,5.5,,3.5,8,28000,21000,34000
children,Thin,2013,European/Other,4,,3.1,5.1,3,,1.9,4.4,5,,3.4,6.9,22000,17000,28000
children,Thin,2014,European/Other,4.9,,3.7,6.4,5.6,,3.6,8.2,4.2,,2.8,6.1,28000,20000,35000
children,Thin,2015,European/Other,4.5,,3.3,5.9,3.8,,2.5,5.5,5.2,,3.3,7.7,25000,18000,32000
children,Thin,2016,European/Other,4.6,,3.3,6.1,4.3,,2.8,6.3,4.8,,2.9,7.4,25000,18000,33000
children,Thin,2017,European/Other,4.4,,3.4,5.6,3.9,,2.6,5.6,4.9,,3.5,6.8,26000,19000,33000
children,Thin,2018,European/Other,4.5,,3.4,5.8,5.2,,3.6,7.2,3.7,,2.5,5.3,26000,19000,32000
children,Thin,2019,European/Other,3.2,,2.1,4.7,3.1,,1.8,4.9,3.4,,1.8,5.9,19000,12000,27000
children,Thin,2020,European/Other,3.9,,2.4,5.9,2.7,,1.4,4.7,5.2,,2.8,8.6,23000,14000,33000
children,Thin,2011,Quintile 1,5.6,,3.4,8.4,5.1,,2.1,10.3,6,,2.8,11.1,8000,5000,12000
children,Thin,2011,Quintile 2,3.6,,1.7,6.7,3,,0.8,7.7,4.4,,1.6,9.7,5000,2000,8000
children,Thin,2011,Quintile 3,4.4,,2.3,7.5,3.2,,1.3,6.4,5.6,,1.9,12.3,7000,3000,10000
